url,title,description,price,seller,rating
https://www.newegg.com/p/24W-0002-01808,"Apple iPad Pro 3 (3rd Gen) 128GB - Wi-Fi + Cellular - 11"" - Space Gray - (2021) - Very Good Condition",11 inch (Released 2021) | Cellular Unlocked 4G LTE | 128GB Memory (Space Gray) | Apple iPad Pro 3rd Gen - Very Good Cosmetics | Aftermarket Premium Wall Charger and cable Included,584.97,Newegg,0
https://www.newegg.com/p/1W7-00T2-01V62,1800w Power Supply 6PIN*10 Ant ETH Antminer BTC LTC DASH Miner Max 2000W PSU For S9/S7/L3+/D3/T9/A8/E9/A4+ PK APW3+++,1800w Power Supply 6PIN*10 Ant ETH Antminer BTC LTC DASH Miner Max 2000W PSU For S9/S7/L3+/D3/T9/A8/E9/A4+ PK APW3+++,167.79,Newegg,0
https://www.newegg.com/p/3D5-002N-000C5,AVGPC Whirlwind Gaming PC | AMD Ryzen 7 9700X Zen 5 | Nvidia Geforce RTX 5070 | 32GB 6000MHz DDR5 | 1TB NVME M.2 SSD | 360MM AIO Liquid Cooling | WiFi/AC | Windows 11 Home Black,"Operating System: Windows 11 Home | CPU: AMD Ryzen 7 9700X Granite Ridge (Zen 5) 8-Core 3.8 GHz | GPU:  Nvidia Geforce RTX 5070  (Major Brand) | Motherboard: AMD B650 Micro ATX | RAM: 32GB DDR5 6000MHz 16GB X 2 (Two Slot Open) | SSD: 1TB M.2 NVMe SSD Gen 4th | CPU Cooler: 360mm Liquid Cooler | PSU: 850W Gold Rated | Case: AVGPC Whirlwind Tempered Glasses Transparent ATX Style Case (white) with CPU, GPU and MB temperature reader | Connectivity: WiFi / Bluetooth / USB C | VR Ready | Peripheral: Gaming Keyboard and Gaming Mouse",1752.99,Newegg,4.5
https://www.newegg.com/p/24W-0002-01955,"Apple iPad 8 (8th Gen) 32GB - Wi-Fi - 10.2"" - Space Gray - 2020",Apple iPad (8th Gen) - Excellent Cosmetics | Wi-Fi Only | 32GB Memory (Space Gray) | 10.2 inch (Released 2020) | Aftermarket Premium Wall Charger and USB cable Included,157.99,CellularProfessor,0
https://www.newegg.com/gigabyte-b660i-aorus-pro-ddr4-mini-itx-intel-motherboard-intel-b660-lga-1700/p/N82E16813145386,"GIGABYTE B660I AORUS PRO DDR4 B660 Intel LGA 1700 Mini-ITX Motherboard with DDR4, Single M.2, PCIe 4.0, USB 3.2 Gen2 Type-C, WIFI 6 802.11ax, Intel 2.5GbE LAN","Intel LGA 1700 Socket: Supports 12th Gen Intel Core Series Processors | DDR4 Compatible: Dual Channel Non-ECC Unbuffered DDR4, 2 DIMMs | Commanding Power Design: 8+1+1 Phases Digital VRM Solution with 90A SPS | Cutting-Edge Thermal Design: Extended Heatsinks and Multi-Layered PCH/M.2 Heatsink, Shielded Memory Routing, Thermal Backplate | Next Gen Connectivity: PCI 4.0, NVMe PCIe 4.0 x4 M.2, USB 3.2 Gen 2x2 Type-C | Fast Networking: Intel 2.5GbE LAN, WIFI 6 802.11ax, BT5 | Fine Tuning Features: RGB FUSION 2.0, Supports Addressable LED & RGB LED Strips, Smart Fan 6, Q-Flash Plus Update BIOS without installing, CPU, Memory, and GPU",247.99,Newegg,4.4
https://www.newegg.com/cooler-master-td5-pro-gaming-desktop-pc-amd-radeon-rx-7900-xtx-intel-core-ultra-7-265kf-32gb-ddr5-2tb-pcie-ssd-ayg-m6c7-aahgia32-n2/p/N82E16883992022,Cooler Master TD5 Pro - Intel Core Ultra 7-265KF - Radeon RX 7900 XTX - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD - Windows 11 - 360mm AIO - Gaming PC,"CPU: Intel Ultra 7 265KF 20-Core (8P+12E) | GPU: Radeon RX 7900 XTX | Motherboard: Z890 WIFI | RAM: 32GB (2 x 16GB) DDR5 6000MHz | SSD: 2TB M.2 SSD PCIe Gen4 | CPU Cooler: Cooler Master MasterLiquid 360L Core ARGB | PSU: Cooler Master MWE 850W Gold | Case: Cooler Master TD500 Mesh | Operating System: Windows 11 Home | Dimension: 19.7"" x 8.3"" x 19.7"" | WiFi: Yes | Bluetooth: Yes | VR Ready: Yes",1799.99,Newegg,4.5
https://www.newegg.com/abs-eurus-ruby-gaming-desktop-pc-geforce-rtx-5090-amd-ryzen-7-9800x3d-32gb-ddr5-2tb-ssd-er9800x3d50904/p/N82E16883360824,ABS Eurus Ruby Gaming PC - Windows 11 - AMD Ryzen 7 7800X3D - Radeon RX 9070 XT - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD - AR7800X3D9070XT,"Operating System: Windows 11 Home | CPU: AMD Ryzen 7 7800X3D 8-Core 16-Thread | GPU: ASRock Steel Legend Radeon RX 9070 XT 16GB GDDR6 | Motherboard: AMD PRIME B850-PLUS WIFI-GSI | RAM: Team T-Force Delta RGB 32GB(16GBx2) DDR5 6000Mhz | SSD: KLEVV CRAS C910 2TB M.2 2280 SLC SSD | CPU Cooler: GAMDIAS AURA GL360 V2 CPU liquid cooler All-In-One 360mm | PSU: 750W power supply ATX2.0, 80+gold, non-modular | Case: Gamdias TALOS M3 MESH Black ABS / SPCC / Tempered Glass E-ATX Mid Tower Chassis Case | WiFi: Wi-Fi 6E | Bluetooth: Bluetooth 5.3 | VR Ready: Yes",1979.99,Newegg,4.4
https://www.newegg.com/asus-motherboards-intel-lga-1700/p/1JW-000C-01AC0,GIGABYTE Z690I AORUS ULTRA LITE (rev. 1.0) LGA 1700 DDR5 Mini ITX Intel Motherboard,"Intel LGA 1700 Socket: Supports 12th Gen Intel Core Series Processors | DDR5 Compatible: Dual Channel Non-ECC Unbuffered DDR5, 2 DIMMS | Commanding Power Design: 10+2+1 Phases Digital VRM Solution with 105A Power Stage, 10-Layer PCB | Cutting-Edge Thermal Design: Advanced Thermal Solution with Fins Array II and Thermal Guards III | Next Gen Connectivity: PCIe 3.0, Dual NVMe PCIe 4.0 x4 M.2, USB 3.2 Gen 2x2 Type-C | Fast Networking: Intel WiFi 6 AX201, Intel 2.5GbE LAN, BT 5.2 | Dynamic Audio: AMP-UP Audio with ALC4080 and WIMA | Fine Tuning Features: RGB FUSION 2.0, Supports Addressable LED & RGB LED Strips, Smart Fan 6, Q-Flash Plus Update BIOS without installing CPU, Memory, and GPU | Only Compatible with Intel LGA1700 Cooling Brackets",189.90,Volcanic electron,3.8
https://www.newegg.com/intel-core-i7-2nd-gen-core-i7-2700k-sandy-bridge-lga-1155-desktop-processor/p/N82E16819115095,Intel Core i7-2700K - Core i7 2nd Gen Sandy Bridge Quad-Core 3.5GHz (3.9GHz Turbo) LGA 1155 95W Intel HD Graphics 3000 Desktop Processor - BX80623i72700K,32nm Sandy Bridge 95W | 8MB L3 Cache | 4 x 256KB L2 Cache | Intel HD Graphics 3000,349.99,Newegg,4.9
https://www.newegg.com/huananzhi-b660m-itx-motherboards-intel-lga-1700/p/1JW-00NE-000E2,HUANANZHI B760M VH B M-ATX DDR4 Motherboard Support 12 13 Gen(LGA 1700 CPU 12100F/12400F/12490F/12600F/12700F/13600F),"HUANANZHI B760M-VH-A/B Motherboard | · Supports Inte lLGA1700 | · 2 x DDR4 Memory Slot,Max Support 64GB | · 4xSATA3.0 6Gbps | · 1xPCI Express 4.0 x16,1xPCI Express3.0 x1 | · 2xM.2 2280 NVME PCIE X4 4.0 ,1xM.2 WIFI | · 2xUSB2.0 480Mbps,2xUSB3.2 10Gbps,2xUSB3.2 5Gbps | · 1xVGA Interface,1xHDMI 2.0Interface | · 1xUSB2.0 480Mbps PIN,1xUSB3.2 5GbpsPIN",70.99,HUANANZHI Store,0
https://www.newegg.com/p/2VH-02N1-004C9,AC 110V-220v ATX Pc 2000W Power Supply 8 Graphics Card Ethereum ETH BTC Mining Antminer PSU for US CA MX BR JP Voltage,"-Name:Mine Chassis Power Supply | -INPUT AC110V= OUTPUT 1500w | -INPUT AC220V= OUTPUT 2000W | -18 AWG copper output line, the output interface is rich. | -This professional switching power supply is designed for mining machine with efficiency and conv",618.99,Newegg,0
https://www.newegg.com/intel-core-i7-9th-gen-core-i7-9700f-coffee-lake-lga-1151-desktop-cpu-processor/p/N82E16819118058,Intel Core i7 9th Gen - Core i7-9700F Coffee Lake 8-Core 3.0 GHz (4.7 GHz Turbo) LGA 1151 (300 Series) 65W BX80684i79700F Desktop Processor Without Graphics,"9th Gen Intel Processor | Discrete GPU Required - No Integrated Graphics | Only Compatible with Intel 300 Series Motherboard | Socket LGA 1151 (300 Series) | Max Turbo Frequency 4.7 GHz | DDR4 Support | Intel Optane Memory and SSD Supported | Intel Turbo Boost Technology 2.0 offer high performance for enthusiast gaming, creating, and overall productivity",266.99,Newegg,4.8
https://www.newegg.com/p/0D9-0006-00629,"SanDisk SSD PLUS 2.5"" 480GB SATA III Internal Solid State Drive (SSD) SDSSDA-480G-G25","Up to 480 MB/s Sequential Read | Up to 400 MB/s Sequential Write | 2.5"" | 480GB | SATA III",47.50,3C Expert,4.1
https://www.newegg.com/western-digital-2tb-blue-sn5000-nvme/p/N82E16820250267,"Western Digital 2TB WD Blue SN5000 NVMe Internal Solid State Drive SSD - PCIe Gen 4.0, M.2 2280, Up to 5,150 MB/s - WDS200T4B0E","EXPANDED STORAGE. Hold more masterpieces and enjoy endless inspiration with up to 4TB capacity. | BOOST YOUR FLOW. Harness AI and streamline your workflow with the combined power of PCIe Gen 4, up to 5,500MB/s read speeds (4TB model), and Western Digital nCache 4.0 Technology. | PRO MULTITASKING. Switch smoothly between applications and projects with high-end NVMe storage technology. | DEPENDABLE ENDURANCE. Create confidently with up to 1,200TBW (4TB model) endurance for ideating, drafting, and finalizing your creative work. | FREE Acronis True Image. Download Acronis True Image for Western Digital data migration software to transfer your files. | STAY INFORMED. Monitor your SSD’s performance and available space with the downloadable Western Digital Dashboard application. And gain peace of mind with a 5-year limited warranty.",123.98,Newegg,4.7
https://www.newegg.com/p/1W7-00T2-01270,2000W PC Power Supply With EU Power Cable  ATX Pc 2000W PSU Support 8 Graphics Card Ethereum ETH BTC Mining Antminer Psu,2000W PC Power Supply With EU Power Cable  ATX Pc 2000W PSU Support 8 Graphics Card Ethereum ETH BTC Mining Antminer Psu,214.06,Newegg,0
https://www.newegg.com/abs-eurus-ruby-gaming-desktop-geforce-rtx-5070-amd-ryzen-7-7800x3d-32gb-16gbx2-288-pin-pc-ram-ddr5-6400-2tb-nvme-ssd-er7800x3d5070-black/p/N82E16883360861,ABS Eurus Ruby Gaming PC - Windows 11 - AMD Ryzen 7 7800X3D - GeForce RTX 5070 - DLSS 4 - AI-Powered Performance - 32GB DDR5 6400MHz - 2TB M.2 NVMe SSD - ER7800X3D5070,"Operating System: Windows 11 Home | CPU: AMD Ryzen 7 7800X3D Zen 4 8-Core - Socket AM5 120W | GPU: GIGABYTE Gaming GeForce RTX 5070 12GB GDDR7 | Motherboard: MSI PRO B850-P WIFI AM5 ATX Motherboard | RAM: Team T-Force Delta RGB 32GB (16GBx2) 288-Pin PC RAM DDR5 6400 | SSD: KLEVV CRAS C910 2TB M.2 2280 SLC Cache NVMe PCIe Gen4x4 | CPU Cooler: GAMDIAS AURA GL360 V2 CPU liquid cooler All-In-One 360mm | PSU: Thermaltake GX2 650W 80+ Gold Non-Modular Power Supply | Case: ABS Eurus 570 Obsidian Black | Dimension: 19.17"" x 8.50"" x 18.25"" | WiFi: WiFi 7 | Bluetooth: BT 5.4 | AI Ready: Yes",2099.99,Newegg,4.6
https://www.newegg.com/asus-rog-strix-b660-i-gaming-wifi-mini-itx-intel-motherboard-intel-b660-lga-1700-designed-with-dual-mounting-holes-compatible-with-both-intel-lga1700-and-lga1200-cooling-brackets/p/N82E16813119539,"ASUS ROG STRIX B660-I GAMING WIFI LGA 1700 (Intel 12th & 13th Gen) Mini-ITX Gaming Motherboard (PCIe 5.0, 8+1 power stages, DDR5, WiFi 6, 2.5 Gb LAN, 2xM.2 PCIe 4.0 NVMe SSD, USB 3.2 Gen 2x2 Type-C)","Intel LGA 1700 socket: Ready for 12th & 13th Gen Intel Core processors and Windows 11, support PCIe 5.0. BIOS update may be required to boot the 13th gen Intel Core desktop processors | Optimal Power Solution: 8+1 power stages with ProCool power connectors, high-quality alloy chokes and durable capacitors to support multi-core processors | Optimized Thermal Design: Integrated I/O cover and VRM heatsinks with high conductivity thermal pad, and one onboard M.2 heatsink | High-performance Networking: On-board Intel WiFi 6 (802.11ax) and Intel 2.5 Gb Ethernet with ASUS LANGuard | Best Gaming Connectivity: Supports HDMI 2.1 and DisplayPort 1.4 output, two M.2 slots, as well as USB 3.2 Gen 2x2 Type-C | AI Motherboard: ASUS-exclusive AI Cooling, AI Networking and Two-Way AI Noise Cancelling to simplify setup and improve performance | DIY Friendly Design: M.2 Q-Latch, pre-mounted I/O shield, and Q-LED",199.99,Newegg,4.2
https://www.newegg.com/p/0EJ-02BF-00006,"N-one Android Tablet, 10.1 Inch Android 13 Tablets, 8G(4+4) RAM 128G ROM & 1TB Expand Quad-Core Kids Tablet, WiFi 6 GPS Bluetooth with Keyboard Mouse OTG Stylus and Earbud","Exceptional Performance: Experience unparalleled speed and efficiency with a massive 8GB(4+4)RAM and 128GB ROM, ensuring seamless multitasking, quick app launches. | Extended Battery Life: Equipped with a powerful 6000mAh battery, N-one android tablet offers up to 8 hours of video playback or 2 days of mixed-us, allowing you to stay productive and entertained throughout the day without interruption. | Enhanced Connectivity: Stay connected at lightning speed with advanced Wi-Fi 6 technology, providing faster and more reliable internet connections for streaming, browsing, video conferencing, and online learning. Plus, enjoy seamless wireless connectivity with Bluetooth 5, perfect for pairing with compatible devices such as headphones, speakers, and peripherals. | Immersive Multimedia Experience: Immerse yourself in stunning visuals and rich audio with our tablet's vibrant 10-inch display and high-quality speakers. | User Experience: our tablet runs on the latest Android 13 operating system.",99.99,N-one,0
https://www.newegg.com/lenovo-nvidia-geforce-gb-memory-1-tb-ssd/p/1XV-0001-02SE5,"Hasee T8 Pro-16'' GeForce RTX 5070  Laptop GPU, Intel i7-14700HX-5.5GHz, AI Ready Gaming Laptop, 16GB DDR5 RAM, 1TB SSD, 16'' 180Hz QHD 100%sRGB IPS, RGB KB, WiFi7,BT5.4,Win11 Home","[GPU: NVIDIA GeForce RTX 5070 Laptop GPU 8GB GDDR7. ^^ | [CPU:Intel Core 14th Gen i7-14700HX,20 cores 28 threads.^^ | [Storage:16G DDR5 RAM and 1TB SSD.^^ | [WiFi Generation: Wi-Fi 6 & Bluetooth5.4.^^ | [Display: 16'' 2560*1600 QHD  2.5K resolution and 180Hz refresh rate.^^ | [Dimensions (W x D x H): 14.1"" x 10.5"" x 1.2"" | [RGB full-color backlit keyboard: 16.7 millioncolors, three zone color adjustment",1299.99,Shinelon Official,0
https://www.newegg.com/p/24W-0002-018D6,"Apple iPad 9 10.2"" 64GB Fully Unlocked - Space Gray WiFi Only (Grade A)","Screen Size: 10.2 Inches | Resolution: 2160 x 1620 pixels | Single Rear/Front-Facing Camera: 12 Megapixels | Charging Interface: USB Type-C to Lightning | Chip: A13 Bionic chip, 6-core CPU | Voice: Siri natural language commands and dictation | Li-Po 8686 mAh, non-removable",202.99,Kiss Electronics Inc,0
https://www.newegg.com/gigabyte-z690i-aorus-ultra-lite-mini-itx-intel-motherboard-intel-z690-lga-1700/p/N82E16813145397,GIGABYTE Z690I AORUS ULTRA LITE (rev. 1.0) LGA 1700 DDR5 Mini ITX Intel Motherboard,"Intel LGA 1700 Socket: Supports 12th Gen Intel Core Series Processors | DDR5 Compatible: Dual Channel Non-ECC Unbuffered DDR5, 2 DIMMS | Commanding Power Design: 10+2+1 Phases Digital VRM Solution with 105A Power Stage, 10-Layer PCB | Cutting-Edge Thermal Design: Advanced Thermal Solution with Fins Array II and Thermal Guards III | Next Gen Connectivity: PCIe 3.0, Dual NVMe PCIe 4.0 x4 M.2, USB 3.2 Gen 2x2 Type-C | Fast Networking: Intel WiFi 6 AX201, Intel 2.5GbE LAN, BT 5.2 | Dynamic Audio: AMP-UP Audio with ALC4080 and WIMA | Fine Tuning Features: RGB FUSION 2.0, Supports Addressable LED & RGB LED Strips, Smart Fan 6, Q-Flash Plus Update BIOS without installing CPU, Memory, and GPU | Only Compatible with Intel LGA1700 Cooling Brackets",169.99,Newegg,3.8
https://www.newegg.com/western-digital-2tb-wd-blue-sn580-nvme-1-4/p/N82E16820250253,Western Digital WD_Blue SN580 M.2 2280 2TB PCI-Express 4.0 x4 TLC Internal Solid State Drive (SSD) WDS200T3B0E,"M.2 2280 | 2TB | PCI-Express 4.0 x4 | Boost productivity or design creatives effortlessly by upgrading to PCIe® Gen 4.0 SSDs with up to 4,150 MB/s** read speeds (1TB and 2TB* models) | Make light work of heavy files with Western Digital’s nCache™ 4.0 technology enabling blistering fast copying of large files or media assets | With up to 2TB* of storage on a slim M.2 2280 form-factor, applications, data, and media such as photos, 4K videos, and music can be stored on the same drive | Keep creating uninterrupted when you’re in the zone or on the go with low-power storage to maximize your laptop’s battery life | NVMe™ delivers application responsiveness while multitasking between projects with large and complex workflows | Rated up to 900TBW*** (2TB* model only) with Western Digital’s 5-year limited warranty for peace of mind reliability",134.99,Newegg,4.7
https://www.newegg.com/avgpc-gaming-desktop-pcs-geforce-rtx-5070-amd-ryzen-7-7800x3d-32gb-2tb-ssd-av-ww-r73d-5070-w-white/p/3D5-002N-000C6,AVGPC Whirlwind Gaming PC | AMD Ryzen 7 7800X3D | Nvidia Geforce RTX 5070| 32GB 6000MHz DDR5 | 2TB NVME M.2 SSD | 360MM AIO Liquid Cooling | WiFi/AC | Windows 11 Home Black White,"Operating System: Windows 11 Home | CPU: AMD Ryzen 7 7800X3D 8-Core, 16-Thread Desktop Processor, 4.20 GHz clock speed | GPU:  Nvidia Geforce RTX 5070 12GB GDDR7 | Motherboard: AMD B650 Micro ATX | RAM: 32GB DDR5 6000MHz 16GB X 2 (Two Slot Open) | SSD: 2TB M.2 NVMe SSD Gen 4th | CPU Cooler: 360mm Liquid Cooler | PSU: 850W Gold Rated | Case: AVGPC Whirlwind Tempered Glasses Transparent ATX Style Case (white) with CPU, GPU and MB temperature reader | Connectivity: WiFi / Bluetooth / USB C | VR Ready | Peripheral: Gaming Keyboard and Gaming Mouse",1969.99,Newegg,4.5
https://www.newegg.com/msi-mpg-b550-gaming-plus-atx-amd-motherboard-amd-b550-am4/p/N82E16813144325,MSI MPG B550 GAMING PLUS AM4 ATX AMD Motherboard,"AMD B550 | Supports AM4 socket 3rd Gen AMD Ryzen processors, and future AMD Ryzen processors with BIOS update | Supports DDR4 4400+/ 4266/ 4133/ 4000/ 3866/ 3733/ 3600/ 3466/ 3200/ 3066/ 3000/ 2933/ 2800/ 2667 MHz by A-XMP OC MODE | Supports DDR4 3200/ 3066/ 3000/ 2933/ 2800/ 2667/ 2400/ 2133/ 1866 MHz by JEDEC | 1DPC 1R max speed 4400 MHz | 1DPC 2R max speed 3866 MHz | 2DPC 1R max speed 4000 MHz | 2DPC 2R max speed 3600 MHz",149.99,Newegg,4.2
https://www.newegg.com/crucial-1tb-t700-nvme-2-0/p/N82E16820156329,Crucial T700 GEN5 NMVE M.2 SSD 2280 1TB PCI-Express 5.0 x4 TLC NAND² Internal Solid State Drive (SSD) CT1000T700SSD3,"BLISTERING SPEEDS: Get sequential reads/writes of up to 11,700/9500MB/s and random read/writes of up to 1,500K IOPS2 for blazing performance | ULTIMATE GAMING & CREATIVITY: With Microsoft DirectStorage, elevate gaming with up to 60% faster texture renders and reduced load times, render photos or UHD/8K+ videos and run heavy workloads with up to 99% less CPU utilization | COMPATIBLE: Ready for performance with your motherboard heatsink, the T700 installs easily in your M.2 slot. (T700 must be installed with a heatsink and access to appropriate airflow) | INNOVATION: Produced in house with the Micron 232-layer TLC NAND3 for Intel 13th Gen and AMD Ryzen 7000 CPUs | SPACIOUS: Store more games, UHD/8K+ media, apps, files and more with up to 4TB of capacity",154.98,Newegg,4.5
https://www.newegg.com/acemagic-16-1-amd-ryzen-7-6800hx-16gb-memory-512-gb-ssd/p/2WC-007J-00002,"ACEMAGIC Laptop 16.1 FHD Gaming Laptop, AMD Ryzen 7 7735HS, 16GB RAM, 512GB SSD, Windows 11 Pro, WiFi 6, Backlit KB, Gray","Standing screen display size: 16 inches | Apparent dimension: 357 × 247.6 × 19.9 mm | Weight: 1.85 kg | Screen Resolution: 1920 × 1200 (FHD+, 16:10) | Processor: AMD Ryzen 7 7735HS (8-Core/16-Thread; Base: 3.2GHz, Max Boost: 4.75GHz) | GPU: AMD Radeon 680M (12 Cores; 2200 MHz) | RAM: 16GB DDR5 4800MHz (2× Slots; Upgradable to 64GB) | Hard Drive: 512GB NVMe PCIe 3.0 SSD (2× M.2 Slots; Expandable to 4TB) | Battery capacity: 50.82Wh (11.55V/4400mAh, Polymer Lithium) | Front camera: 1MP with Physical Shutter | Microphone: Built-in Dual Array Microphone | Loudspeaker: Built-in Stereo Speakers | Wireless Type: Wi-Fi 6 (802.11ax) | Bluetooth: Bluetooth 5.2 | Operating system: Windows 11 Pro | Interface configuration: | USB 3.2 × 2 | USB 2.0 × 1 | HDMI 1.4 × 1 | Full-Function Type-C × 2 (Support Charging/Data/Display) | 3.5mm Headphone Jack × 1 | TF Card Slot × 1 | Power adapter: Type-C 20V/5A (100W)",469.00,ACEMAGIC Official Store,0
https://www.newegg.com/p/23B-0002-01DU4,Samsung Galaxy S22 Ultra (5G) - 256GB - Green - Single Sim - Fully Unlocked - Grade B,"B grade refers to units that may have dents, chips, or scuffs on the body. Hairline scratches or scuffs may be on the screen. | Model Name:   Galaxy S22 Ultra (5G) | Dimensions:   163.3 x 77.9 x 8.9 mm (6.43 x 3.07 x 0.35 in) | Weight:   228 g / 229 g (mmWave) (8.04 oz) | Build:   Glass front (Gorilla Glass Victus+), glass back (Gorilla Glass Victus+), aluminum frame | SIM:   Single SIM (Nano-SIM and/or eSIM)| Armour aluminum frame with tougher drop and scratch resistance (advertised) | Stylus, 2.8ms latency (Bluetooth integration, accelerometer, gyro) | Display Type:   Dynamic AMOLED 2X, 120Hz, HDR10+, 1750 nits (peak) | Display Size:   6.8 inches, 114.7 cm2 (~90.2% screen-to-body ratio) | Resolution:   1440 x 3088 pixels (~500 ppi density) | Protection:   Corning Gorilla Glass Victus+ | Always-on display | OS:   Android 12, One UI 4.1 | Chipset:   Exynos 2200 (4 nm) - Europe | Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW",358.75,Newegg,0
https://www.newegg.com/kingspec-1tb-ne-series/p/0D9-000D-00123,KingSpec XG 7000 2TB M.2 2280 PCIe 4.0x4 NVME 1.4 Speed up to 7400MB/s Write Speed Up to 6600MB/s Internal Solid State Drive for PS5 PC Desktop Laptop Game-Player with Heatsink,"High-speed Performance: The XG 7000 SSD offers exceptional performance with read speeds of up to 7400MB/s. Upgrade to the PCIe Gen4 x 4 interface to experience a substantial performance improvement over PCIe 3.0, while maintaining backward compatibility with PCIe 3.0. | Ultra-thin Heat Sink: The XG 7000 NVMe SSD features an innovative graphene-based thermal solution with an integrated heat spreader. This cutting-edge technology provides efficient heat dissipation, ensuring optimal operating temperatures and enhancing overall system stability. | M.2 Form Factor: With a compact M.2 form factor measuring 80.0mm (L) x 22.0mm (W) x 2.1mm (H), the XG 7000 is designed for easy installation and compatibility with various devices such as laptops, desktops, and PS5. | Warranty:Our product offers a comprehensive three-year warranty. For any inquiries, please feel free to contact us.",97.99,KingSpec Official Store,4.2
https://www.newegg.com/crucial-1tb-t705-nvme/p/N82E16820156397,"Crucial T705 1TB PCIe Gen5 NVMe M.2 SSD - Up to 13,600 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT1000T705SSD3","EXTREME GEN5 SPEEDS: Get sequential reads/writes of up to 13,600/10,200MB/s and random read/writes of up to 1,400K/1,750K IOPS for blazing performance | ULTIMATE GAMING & CREATIVITY: Load AAA game titles up to 15% faster than Gen4 SSDs with Microsoft DirectStorage. Experience the future of gaming with up to faster texture renders and reduced load times, render photos or UHD/8K+ videos, and run heavy workloads with up to less CPU utilization. | EASY TO INSTALL: Ready for performance with your motherboard heatsink, the T705 installs easily in your M.2 slot. Its copper-clad label is designed to effectively transfer heat from the drive to the heatsink for maximum performance. | COMPATIBILITY: Produced in house with cutting-edge Micron 232-layer TLC NAND for Intel Core 13-14th Gen and AMD Ryzen 7000 CPUs. | ADOBE CREATIVE CLOUD: Get one month of Adobe Creative Cloud All-Apps plan on us when you purchase and register the Crucial T705 | 5-year limited Warranty",148.98,Newegg,4.4
https://www.newegg.com/dell-14-0-intel-core-i7-1185g7-32gb-memory-512-gb-ssd-silver/p/N82E16834833856,"Dell Latitude 5420  Laptop Intel Core i7-1185G7 3.0 GHz 32GB RAM 512GB SSD 14"" FHD Windows 11 Pro","Intel Core i7-1185G7 3.0 GHz | 32GB DDR4-2400 Ram | 512GB SSD | 14"""" FHD (1920 x 1080) 16:9 Aspect Ratio | Graphics: Intel Iris Xe Graphics | Intel AC 8265 (802.11ac) 2x2 - (Bluetooth) | Windows 11 Pro",339.99,Newegg,4.6
https://www.newegg.com/hp-15-6-touch-screen-amd-athlon-silver-7120u-amd-radeon-graphics-8gb-memory-256-gb-pcie-ssd-moonlight-blue-with-a-matte-finish-natural-silver-with-a-matte-finish/p/N82E16834818065,HP 15-fc0035tg Notebook AMD Athlon Silver 7120U 8GB AMD Radeon 256GB SSD 15.6-inch HD Touchscreen Display Windows 11 Home 64-Bit (Factory Recertified),AMD Athlon Silver 7120U Dual-Core Processor 2.40GHz | 8GB (1x8GB) LPDDR5-5500 MHz RAM (onboard) | 256GB PCIe NVMe M.2 SSD ^^15.6-inch HD micro-edge BrightView 250 nits | AMD Radeon Graphics (Integrated) | Touchscreen Display (1366x768) | Windows 11 Home 64-Bit | (Factory Recertified) 90-Day  Warranty,254.99,Newegg,4
https://www.newegg.com/dell-latitude-14-0-intel-core-i7-6600u-intel-hd-graphics-520-16gb-memory-512-gb-ssd/p/N82E16834343610,"DELL Laptop Latitude E5470 Intel Core i7 6th Gen 6600U (2.60GHz) 16 GB Memory 512 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Pro 64-bit (Grade A Refurbished)",Intel Core i7-6600U | 16GB Memory  / 512 GB SSD | Intel HD Graphics 520 | Windows 10 Pro 64-bit,349.99,Newegg,4.5
https://www.newegg.com/hp-14-0-no-amd-radeon-graphics-16gb-memory-256-gb-ssd-silver/p/1TS-000D-1R4H3,"HP EliteBook 645 G10 14"" FHD IPS AMD Ryzen 5 PRO 7530U 2.0 GHz up to 4.5 GHz 16GB DDR4 256GB PCIe NVMe SSD AMD Radeon Graphics Windows 11 Pro Laptop, Silver - 86U39UC-I001","AMD Ryzen 5 PRO 7530U (2.0 GHz up to 4.5 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads) | AMD Radeon Graphics | 16 GB DDR4-3200 MHz RAM | 256 GB PCIe NVMe SSD | 14"" diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC | MediaTek Wi-Fi 6E RZ616 (2x2) and Bluetooth 5.3 wireless card | Windows 11 Pro",319.99,Newegg,0
